captured_at,experiment_id,interval,elapsed_seconds,voltage_V,current_mA,power_mW,temperature_C,interval_charge_mAh,interval_energy_mWh,average_current_mA,average_power_mW,running_charge_mAh,running_energy_mWh
2026-09-11T09:27:02.864696-07:00,2,2279,60.0,12.884766,-0.62,8.0,21.2891,0.088841111,1.221461333,5.330467,73.28768,846.489785556,11475.223495111
2026-09-11T09:28:02.863790-07:00,2,2280,60.0,12.884766,0.376,16.8064,21.2969,0.081155556,1.127537778,4.869333,67.652267,846.570941111,11476.351032889
2026-09-11T09:29:02.866330-07:00,2,2281,60.0,12.885156,-0.588,7.5904,21.3438,0.080921111,1.114851556,4.855267,66.891093,846.651862222,11477.465884444
2026-09-11T09:30:02.868804-07:00,2,2282,60.0,12.885352,6.392,82.3552,21.3359,0.058521111,0.861639111,3.511267,51.698347,846.710383333,11478.327523556
2026-09-11T09:31:02.871383-07:00,2,2283,60.0,12.88457,-0.604,7.7824,21.3828,0.054932222,0.809415111,3.295933,48.564907,846.765315556,11479.136938667
2026-09-11T09:32:02.874000-07:00,2,2284,60.0,12.884375,-0.004,12.4672,21.4531,0.047664444,0.725219556,2.859867,43.513173,846.81298,11479.862158222
2026-09-11T09:33:02.877289-07:00,2,2285,60.0,12.88457,-0.588,7.5648,21.5078,0.050466667,0.75776,3.028,45.4656,846.863446667,11480.619918222
2026-09-11T09:34:02.878890-07:00,2,2286,60.0,12.885352,8.408,110.08,21.5703,0.062637778,0.898787556,3.758267,53.927253,846.926084444,11481.518705778
2026-09-11T09:35:02.893202-07:00,2,2287,60.0,12.885547,7.412,97.7152,21.6016,0.076324444,1.064789333,4.579467,63.88736,847.002408889,11482.583495111
2026-09-11T09:36:02.912684-07:00,2,2288,60.0,12.886914,13.66,176.0384,21.5703,0.088447778,1.222030222,5.306867,73.321813,847.090856667,11483.805525333
2026-09-11T09:37:02.916941-07:00,2,2289,60.0,12.886719,-0.62,7.9744,21.5469,0.100993333,1.387235556,6.0596,83.234133,847.19185,11485.192760889
2026-09-11T09:38:02.920167-07:00,2,2290,60.0,12.889063,12.768,164.7744,21.5859,0.119228889,1.620024889,7.153733,97.201493,847.311078889,11486.812785778
2026-09-11T09:39:02.924223-07:00,2,2291,60.0,12.891992,13.384,172.5312,21.6328,0.215507778,2.780216889,12.930467,166.813013,847.526586667,11489.593002667
2026-09-11T09:40:02.932396-07:00,2,2292,60.0,12.892383,10.4,134.0672,21.7188,0.193722222,2.516878222,11.623333,151.012693,847.720308889,11492.109880889
2026-09-11T09:41:02.929667-07:00,2,2293,60.0,12.89082,6.016,77.5296,21.7109,0.102625556,1.409820444,6.157533,84.589227,847.822934444,11493.519701333
2026-09-11T09:42:02.933252-07:00,2,2294,60.0,12.890625,7.824,100.8512,21.7188,0.091061111,1.256106667,5.463667,75.3664,847.913995556,11494.775808
2026-09-11T09:43:02.936471-07:00,2,2295,60.0,12.890039,3.744,55.936,21.7344,0.082362222,1.153706667,4.941733,69.2224,847.996357778,11495.929514667
2026-09-11T09:44:02.939201-07:00,2,2296,60.0,12.889844,7.252,94.8096,21.7734,0.090553333,1.248711111,5.4332,74.922667,848.086911111,11497.178225778
2026-09-11T09:45:02.942717-07:00,2,2297,60.0,12.890625,9.724,125.3248,21.8047,0.096736667,1.333532444,5.8042,80.011947,848.183647778,11498.511758222
2026-09-11T09:46:02.946060-07:00,2,2298,60.0,12.89043,-0.604,7.7824,21.8047,0.106052222,1.450552889,6.363133,87.033173,848.2897,11499.962311111
2026-09-11T09:47:02.949471-07:00,2,2299,60.0,12.891211,1.752,31.8848,21.7734,0.111417778,1.510343111,6.685067,90.620587,848.401117778,11501.472654222
2026-09-11T09:48:38.988018-07:00,2,2300,60.003,12.891016,-0.596,7.6672,21.8125,0.105815556,1.445148444,6.348616,86.704571,848.506933333,11502.917802667
2026-09-11T09:49:39.005441-07:00,2,2301,60.0,12.892383,15.872,204.6208,21.8516,0.111876667,1.518990222,6.7126,91.139413,848.61881,11504.436792889
2026-09-11T09:50:38.989073-07:00,2,2302,60.0,12.892188,6.532,87.6032,21.8516,0.112968889,1.537536,6.778133,92.25216,848.731778889,11505.974328889
2026-09-16T09:35:23.925877-07:00,2,2355,60.003,13.219727,72.332,956.2112,20.8516,1.031756667,13.623523556,61.902305,817.370545,995.254261111,13435.355420444
2026-09-16T09:36:23.937021-07:00,2,2356,60.0,13.241406,85.48,1131.8528,20.875,1.280981111,16.943559111,76.858867,1016.613547,996.535242222,13452.298979556
2026-09-16T09:37:23.935387-07:00,2,2357,60.0,13.230078,39.384,521.0368,20.9063,1.052444444,13.931576889,63.146667,835.894613,997.587686667,13466.230556444
2026-09-16T09:38:23.938078-07:00,2,2358,60.0,13.24668,70.816,938.0736,20.9141,1.088152222,14.402673778,65.289133,864.160427,998.675838889,13480.633230222
2026-09-16T09:41:02.680197-07:00,2,2360,60.003,13.23457,55.932,740.2368,20.9297,0.76,10.053575111,45.59772,603.184347,999.981868889,13497.914709333
2026-09-16T09:42:02.675645-07:00,2,2361,60.0,13.235938,41.54,549.8112,20.9453,0.957665556,12.679736889,57.459933,760.784213,1000.939534444,13510.594446222
2026-09-16T09:43:02.678815-07:00,2,2362,60.0,13.231055,40.12,530.8032,21.0547,0.675027778,8.930474667,40.501667,535.82848,1001.614562222,13519.524920889
2026-09-16T09:44:02.684535-07:00,2,2363,60.0,13.235156,38.376,507.8912,21.1094,0.868746667,11.497358222,52.1248,689.841493,1002.483308889,13531.022279111
